filename,width,height,class,xmin,ymin,xmax,ymax
64.jpg,300,168,pothole,173,89,203,125
64.jpg,300,168,pothole,157,146,199,165
65.jpg,301,167,pothole,201,46,274,88
67.jpg,225,225,pothole,18,147,50,173
67.jpg,225,225,pothole,32,109,79,143
67.jpg,225,225,pothole,115,118,175,157
67.jpg,225,225,pothole,184,117,225,161
68.jpg,259,194,pothole,102,71,133,90
68.jpg,259,194,pothole,169,93,221,122
69.jpg,300,168,pothole,110,98,176,117
69.jpg,300,168,pothole,173,120,204,145
69.jpg,300,168,pothole,213,132,263,162
7.jpg,311,162,pothole,12,85,260,162
73.jpg,300,168,pothole,9,98,175,168
76.jpg,284,177,pothole,93,66,181,177
77.jpg,275,183,pothole,53,47,275,178
78.jpg,301,167,pothole,73,96,203,165
79.jpg,259,194,pothole,8,91,253,168
8.jpg,307,164,pothole,10,114,87,164
8.jpg,307,164,pothole,90,126,307,163
8.jpg,307,164,pothole,90,81,229,117
8.jpg,307,164,pothole,59,55,142,85
8.jpg,307,164,pothole,148,68,228,86
8.jpg,307,164,pothole,234,72,280,102
8.jpg,307,164,pothole,136,32,216,58
80.jpg,275,183,pothole,61,77,171,144
81.jpg,225,225,pothole,119,132,173,159
84.jpg,270,187,pothole,5,104,135,150
84.jpg,270,187,pothole,79,157,118,176
84.jpg,270,187,pothole,1,173,24,187
84.jpg,270,187,pothole,160,123,185,145
84.jpg,270,187,pothole,66,80,117,101
84.jpg,270,187,pothole,170,100,202,116
84.jpg,270,187,pothole,133,66,195,93
84.jpg,270,187,pothole,206,62,265,87
85.jpg,259,194,pothole,16,109,41,119
85.jpg,259,194,pothole,2,97,17,106
85.jpg,259,194,pothole,35,85,60,95
85.jpg,259,194,pothole,58,102,87,112
85.jpg,259,194,pothole,1,75,23,94
85.jpg,259,194,pothole,119,60,142,77
85.jpg,259,194,pothole,129,90,152,105
85.jpg,259,194,pothole,180,93,224,114
85.jpg,259,194,pothole,53,133,77,151
85.jpg,259,194,pothole,63,155,95,168
85.jpg,259,194,pothole,81,178,107,194
85.jpg,259,194,pothole,127,159,162,184
85.jpg,259,194,pothole,87,138,105,149
87.jpg,192,263,pothole,18,115,119,155
87.jpg,192,263,pothole,124,203,183,246
87.jpg,192,263,pothole,111,89,150,113
92.jpg,252,200,pothole,68,34,195,144
97.jpg,225,225,pothole,3,144,222,225
99.jpg,274,184,pothole,153,104,239,130
img-10_jpg.rf.eaceaaa6f119cf6eb49edc1bc92efaa2.jpg,720,720,pothole,285,214,444,355
img-11_jpg.rf.b7a2e18571a53d7512f101f224b7c794.jpg,720,720,pothole,223,245,466,489
img-12_jpg.rf.473a95f653f8c7227e4bc5c73f8ed19b.jpg,720,720,pothole,278,373,535,639
img-136_jpg.rf.3372e97742e4ded8b208f90043981012.jpg,720,720,pothole,290,261,400,390
img-137_jpg.rf.5c3cf778bb884760e276baacc8372f66.jpg,720,720,pothole,299,279,461,421
img-138_jpg.rf.ec6549719f138be69aa49f6cdc068227.jpg,720,720,pothole,324,312,438,368
img-139_jpg.rf.af2a2cdcef3c3e01d9ad30e9f058e93e.jpg,720,720,pothole,278,260,429,397
img-13_jpg.rf.a4db51428d0461f9ed82e12eb6d87a03.jpg,720,720,pothole,160,288,396,433
img-13_jpg.rf.a4db51428d0461f9ed82e12eb6d87a03.jpg,720,720,pothole,269,150,499,219
img-13_jpg.rf.a4db51428d0461f9ed82e12eb6d87a03.jpg,720,720,pothole,490,27,594,65
img-13_jpg.rf.a4db51428d0461f9ed82e12eb6d87a03.jpg,720,720,pothole,619,11,693,39
img-140_jpg.rf.be70ab85a693043000968d9de23898df.jpg,720,720,pothole,304,342,505,489
img-140_jpg.rf.be70ab85a693043000968d9de23898df.jpg,720,720,pothole,165,74,420,188
img-141_jpg.rf.9fb75a7f4520090a669516f6c16c105e.jpg,720,720,pothole,400,444,504,523
img-141_jpg.rf.9fb75a7f4520090a669516f6c16c105e.jpg,720,720,pothole,283,359,427,464
img-141_jpg.rf.9fb75a7f4520090a669516f6c16c105e.jpg,720,720,pothole,207,293,325,380
img-141_jpg.rf.9fb75a7f4520090a669516f6c16c105e.jpg,720,720,pothole,1,168,141,279
img-142_jpg.rf.324ee78ee3122e5a751d32198a2e11cb.jpg,720,720,pothole,181,299,538,397
img-143_jpg.rf.b4553a89ca02d904d7d3d8b601d92033.jpg,720,720,pothole,275,318,441,426
img-144_jpg.rf.2e98a93812eee1ad65ad7e3f9f5620ad.jpg,720,720,pothole,259,354,429,464
img-144_jpg.rf.2e98a93812eee1ad65ad7e3f9f5620ad.jpg,720,720,pothole,31,201,103,246
img-145_jpg.rf.7cdce5ed92657f35fa1903635fa81c20.jpg,720,720,pothole,288,320,435,411
img-147_jpg.rf.fddcc7b6bec7550eb93fc7f4969e832e.jpg,720,720,pothole,312,299,410,418
img-147_jpg.rf.fddcc7b6bec7550eb93fc7f4969e832e.jpg,720,720,pothole,413,220,479,278
img-148_jpg.rf.eddf84184c0a99958850113c36e7b754.jpg,720,720,pothole,254,246,385,383
img-148_jpg.rf.eddf84184c0a99958850113c36e7b754.jpg,720,720,pothole,663,121,720,161
img-149_jpg.rf.44eff0efcbd1ccfa08da8768642f71c9.jpg,720,720,pothole,195,233,506,351
img-14_jpg.rf.25bbae75a3871870c424e5fbc8e29945.jpg,720,720,pothole,144,246,636,524
img-14_jpg.rf.25bbae75a3871870c424e5fbc8e29945.jpg,720,720,pothole,35,196,142,258
img-150_jpg.rf.f3ebd01cb708363657a8f21645c06c39.jpg,720,720,pothole,216,279,559,400
img-151_jpg.rf.52e5bb5d308649772ceef0bfcde24f96.jpg,720,720,pothole,269,269,483,409
img-152_jpg.rf.621b5126c90ae5176bc3d2415fda4fe8.jpg,720,720,pothole,261,262,343,306
img-152_jpg.rf.621b5126c90ae5176bc3d2415fda4fe8.jpg,720,720,pothole,309,313,496,369
img-152_jpg.rf.621b5126c90ae5176bc3d2415fda4fe8.jpg,720,720,pothole,385,496,508,555
img-152_jpg.rf.621b5126c90ae5176bc3d2415fda4fe8.jpg,720,720,pothole,470,607,584,692
img-152_jpg.rf.621b5126c90ae5176bc3d2415fda4fe8.jpg,720,720,pothole,201,629,290,683
img-153_jpg.rf.ba410ca055afdae3cb292f1cdede8c08.jpg,720,720,pothole,297,297,425,387
img-154_jpg.rf.fbdaac9fa48b69a15abd7475dad671da.jpg,720,720,pothole,94,242,539,642
img-155_jpg.rf.7c1dd28f3db86d175cca8437cece1d08.jpg,720,720,pothole,420,248,583,378
img-155_jpg.rf.7c1dd28f3db86d175cca8437cece1d08.jpg,720,720,pothole,407,474,533,608
img-155_jpg.rf.7c1dd28f3db86d175cca8437cece1d08.jpg,720,720,pothole,247,330,309,393
img-156_jpg.rf.ff820d5c1ff5fc1a1fc27fa5647cc146.jpg,720,720,pothole,204,255,452,425
img-156_jpg.rf.ff820d5c1ff5fc1a1fc27fa5647cc146.jpg,720,720,pothole,448,145,573,193
img-157_jpg.rf.764e348f9144fed2fd906c23ff15afe5.jpg,720,720,pothole,243,260,437,379
img-157_jpg.rf.764e348f9144fed2fd906c23ff15afe5.jpg,720,720,pothole,202,207,266,241
img-158_jpg.rf.80110529bda206547f2c5482abfca272.jpg,720,720,pothole,297,292,462,409
img-158_jpg.rf.80110529bda206547f2c5482abfca272.jpg,720,720,pothole,158,337,293,422
img-159_jpg.rf.9a2234e70393ae42ad518c7c34b031c5.jpg,720,720,pothole,304,304,437,407
img-159_jpg.rf.9a2234e70393ae42ad518c7c34b031c5.jpg,720,720,pothole,423,577,481,620
img-159_jpg.rf.9a2234e70393ae42ad518c7c34b031c5.jpg,720,720,pothole,225,202,346,288
img-15_jpg.rf.b937fa68f73a1ee37d832a279f432941.jpg,720,720,pothole,249,322,462,433
img-160_jpg.rf.ef4e05f9ef187938ab9bd0321c4dcf4d.jpg,720,720,pothole,491,1,683,165
img-160_jpg.rf.ef4e05f9ef187938ab9bd0321c4dcf4d.jpg,720,720,pothole,371,289,523,428
img-160_jpg.rf.ef4e05f9ef187938ab9bd0321c4dcf4d.jpg,720,720,pothole,233,395,443,541
img-160_jpg.rf.ef4e05f9ef187938ab9bd0321c4dcf4d.jpg,720,720,pothole,581,131,693,232
img-162_jpg.rf.0459e44683fd65132e9e2558f7cfcc6a.jpg,720,720,pothole,221,246,480,386
img-163_jpg.rf.232bf43b16b71f5c5581f7d908e3e253.jpg,720,720,pothole,257,282,517,487
img-163_jpg.rf.232bf43b16b71f5c5581f7d908e3e253.jpg,720,720,pothole,662,216,720,267
img-164_jpg.rf.cb6665fd71f9ea53c23dc545be31d2e1.jpg,720,720,pothole,220,286,489,424
img-165_jpg.rf.a4b4be5d004a62f1bbf126232edb2785.jpg,720,720,pothole,225,311,486,446
img-166_jpg.rf.050636db204eec127218fd258a822c29.jpg,720,720,pothole,250,274,468,426
img-166_jpg.rf.050636db204eec127218fd258a822c29.jpg,720,720,pothole,64,305,119,358
img-167_jpg.rf.a2c9b6a4a769135a8f5f7e671b636ac8.jpg,720,720,pothole,279,263,470,407
img-167_jpg.rf.a2c9b6a4a769135a8f5f7e671b636ac8.jpg,720,720,pothole,166,403,321,500
img-167_jpg.rf.a2c9b6a4a769135a8f5f7e671b636ac8.jpg,720,720,pothole,202,56,276,84
img-169_jpg.rf.9ad23ea6b668a59c48e362859efe3515.jpg,720,720,pothole,154,259,465,418
img-16_jpg.rf.3018a4883623e53e929435fc084c2200.jpg,720,720,pothole,258,279,452,460
img-170_jpg.rf.448c70ae76619d82c629389410701f9c.jpg,720,720,pothole,330,243,429,291
img-170_jpg.rf.448c70ae76619d82c629389410701f9c.jpg,720,720,pothole,230,495,377,589
img-171_jpg.rf.b6db124be3dd5125e24e64d34ac89230.jpg,720,720,pothole,244,191,485,347
img-172_jpg.rf.d849de955bfb8608552f1adf347f3ef1.jpg,720,720,pothole,208,69,384,143
img-172_jpg.rf.d849de955bfb8608552f1adf347f3ef1.jpg,720,720,pothole,13,184,105,273
img-172_jpg.rf.d849de955bfb8608552f1adf347f3ef1.jpg,720,720,pothole,1,1,77,61
img-172_jpg.rf.d849de955bfb8608552f1adf347f3ef1.jpg,720,720,pothole,38,1,171,39
img-172_jpg.rf.d849de955bfb8608552f1adf347f3ef1.jpg,720,720,pothole,223,342,576,558
img-173_jpg.rf.d296bacc1e037ffd2add63f59488c735.jpg,720,720,pothole,226,251,488,359
img-173_jpg.rf.d296bacc1e037ffd2add63f59488c735.jpg,720,720,pothole,211,363,509,456
img-174_jpg.rf.63afee69864babbb4a21a4b8d2eff7d9.jpg,720,720,pothole,259,371,533,504
img-175_jpg.rf.edaa0f7c577755474ff285ff38eec09e.jpg,720,720,pothole,178,230,405,438
img-175_jpg.rf.edaa0f7c577755474ff285ff38eec09e.jpg,720,720,pothole,392,277,535,469
img-175_jpg.rf.edaa0f7c577755474ff285ff38eec09e.jpg,720,720,pothole,416,18,498,95
img-176_jpg.rf.36e2a3416c78152aeb6ea6f1a20e2ea9.jpg,720,720,pothole,257,283,454,401
img-176_jpg.rf.36e2a3416c78152aeb6ea6f1a20e2ea9.jpg,720,720,pothole,63,267,173,337
img-177_jpg.rf.218561bceb58b04e0bf46a7c297179a0.jpg,720,720,pothole,255,248,444,366
img-178_jpg.rf.d97b9cc2a1e25824ea668642fe4df36e.jpg,720,720,pothole,261,315,453,417
img-178_jpg.rf.d97b9cc2a1e25824ea668642fe4df36e.jpg,720,720,pothole,12,412,163,491
img-178_jpg.rf.d97b9cc2a1e25824ea668642fe4df36e.jpg,720,720,pothole,1,343,77,408
img-17_jpg.rf.66c2a0fce4e0de3bf1d6d6c6101b1d2e.jpg,720,720,pothole,124,313,416,507
img-17_jpg.rf.66c2a0fce4e0de3bf1d6d6c6101b1d2e.jpg,720,720,pothole,522,239,675,358
img-180_jpg.rf.23e2fffafadf7ef2741d68402213261b.jpg,720,720,pothole,218,279,507,421
img-181_jpg.rf.27e6333bebd7c84f8b89871c21b1608b.jpg,720,720,pothole,291,333,466,455
img-182_jpg.rf.4a3748ca6898a245a5474d963734c12f.jpg,720,720,pothole,285,287,443,442
img-182_jpg.rf.4a3748ca6898a245a5474d963734c12f.jpg,720,720,pothole,1,216,99,311
img-182_jpg.rf.4a3748ca6898a245a5474d963734c12f.jpg,720,720,pothole,417,647,551,720
img-183_jpg.rf.4358b5ae9b05895a41d00d84a0e17ec7.jpg,720,720,pothole,175,224,489,466
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,23,24,52,34
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,1,46,36,68
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,55,30,109,54
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,84,1,117,10
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,58,13,85,24
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,35,1,70,10
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,11,1,34,4
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,1,3,16,13
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,300,255,394,322
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,530,145,558,164
img-184_jpg.rf.3cf4a6d99f9effd3cb75302d2bfe406e.jpg,720,720,pothole,362,572,403,606
img-185_jpg.rf.98a5add77bc81de0d192cd6c6a50f933.jpg,720,720,pothole,261,269,483,476
img-186_jpg.rf.c354a07266904a6e8212056359600aec.jpg,720,720,pothole,122,316,412,453
img-186_jpg.rf.c354a07266904a6e8212056359600aec.jpg,720,720,pothole,441,263,684,385
img-187_jpg.rf.a5d70ec1463db2d5d0c48ef494605977.jpg,720,720,pothole,233,282,472,420
img-188_jpg.rf.e25310df0413037e398729953a4e8240.jpg,720,720,pothole,266,227,410,329
img-188_jpg.rf.e25310df0413037e398729953a4e8240.jpg,720,720,pothole,299,349,430,438
img-188_jpg.rf.e25310df0413037e398729953a4e8240.jpg,720,720,pothole,432,258,588,350
img-189_jpg.rf.2afafdf425170ac8e1cbb58c488c4c4a.jpg,720,720,pothole,261,278,468,412
img-18_jpg.rf.f79a657ff81d70927c469283a9e0a262.jpg,720,720,pothole,269,215,405,301
img-18_jpg.rf.f79a657ff81d70927c469283a9e0a262.jpg,720,720,pothole,309,332,487,421
img-18_jpg.rf.f79a657ff81d70927c469283a9e0a262.jpg,720,720,pothole,134,487,218,546
img-18_jpg.rf.f79a657ff81d70927c469283a9e0a262.jpg,720,720,pothole,55,108,147,152
img-18_jpg.rf.f79a657ff81d70927c469283a9e0a262.jpg,720,720,pothole,1,80,52,111
img-190_jpg.rf.d2ae8264a842c03a2b1e58ebd5cabd74.jpg,720,720,pothole,161,253,472,443
img-190_jpg.rf.d2ae8264a842c03a2b1e58ebd5cabd74.jpg,720,720,pothole,472,419,630,506
img-191_jpg.rf.e82152e059f62a6559daedf1d1ae62a3.jpg,720,720,pothole,271,335,467,494
img-191_jpg.rf.e82152e059f62a6559daedf1d1ae62a3.jpg,720,720,pothole,272,237,393,297
img-191_jpg.rf.e82152e059f62a6559daedf1d1ae62a3.jpg,720,720,pothole,163,402,235,446
img-192_jpg.rf.41da280cd625ff7e2b15dde2afb0c11a.jpg,720,720,pothole,276,294,415,397
img-193_jpg.rf.d2949c3bad35af6229b470554825cd54.jpg,720,720,pothole,272,347,361,400
img-193_jpg.rf.d2949c3bad35af6229b470554825cd54.jpg,720,720,pothole,566,380,638,418
img-194_jpg.rf.fe81115eda78ee8dcefcbc08dcdc17ef.jpg,720,720,pothole,261,290,469,419
img-197_jpg.rf.f9b2583df29a86d60bcfe3eea1dab4e9.jpg,720,720,pothole,338,346,485,443
img-197_jpg.rf.f9b2583df29a86d60bcfe3eea1dab4e9.jpg,720,720,pothole,459,320,539,375
img-197_jpg.rf.f9b2583df29a86d60bcfe3eea1dab4e9.jpg,720,720,pothole,205,400,364,524
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,194,224,349,277
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,140,273,367,356
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,301,356,351,396
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,370,378,600,483
img-199_jpg.rf.6120711f954526a2c6fa1b94fd7bd4ec.jpg,720,720,pothole,245,312,427,552
img-199_jpg.rf.6120711f954526a2c6fa1b94fd7bd4ec.jpg,720,720,pothole,420,308,529,402
img-19_jpg.rf.399478ab1a20c3fcb63dc9e3d5c425f5.jpg,720,720,pothole,270,227,417,339
img-19_jpg.rf.399478ab1a20c3fcb63dc9e3d5c425f5.jpg,720,720,pothole,162,395,297,486
img-1_jpg.rf.04766deb9036fc43721c26f431c3eb3d.jpg,720,720,pothole,213,240,525,378
img-200_jpg.rf.86169a83685199df71ea2bb82d844aa4.jpg,720,720,pothole,202,358,288,403
img-200_jpg.rf.86169a83685199df71ea2bb82d844aa4.jpg,720,720,pothole,273,319,406,392
img-200_jpg.rf.86169a83685199df71ea2bb82d844aa4.jpg,720,720,pothole,398,293,501,360
img-200_jpg.rf.86169a83685199df71ea2bb82d844aa4.jpg,720,720,pothole,665,165,720,229
img-201_jpg.rf.5015efb01ff6fee25489ad442533a6b2.jpg,720,720,pothole,218,224,588,516
img-202_jpg.rf.e0f6ad1db0c11daafb4625b1b6678faa.jpg,720,720,pothole,292,374,372,451
img-202_jpg.rf.e0f6ad1db0c11daafb4625b1b6678faa.jpg,720,720,pothole,285,296,408,376
img-202_jpg.rf.e0f6ad1db0c11daafb4625b1b6678faa.jpg,720,720,pothole,302,236,413,292
img-202_jpg.rf.e0f6ad1db0c11daafb4625b1b6678faa.jpg,720,720,pothole,294,47,380,158
img-202_jpg.rf.e0f6ad1db0c11daafb4625b1b6678faa.jpg,720,720,pothole,152,509,204,564
img-202_jpg.rf.e0f6ad1db0c11daafb4625b1b6678faa.jpg,720,720,pothole,39,481,95,589
img-202_jpg.rf.e0f6ad1db0c11daafb4625b1b6678faa.jpg,720,720,pothole,297,670,370,718
img-203_jpg.rf.29fcf9b56cd28acd7b8f97d171463785.jpg,720,720,pothole,185,296,425,403
img-203_jpg.rf.29fcf9b56cd28acd7b8f97d171463785.jpg,720,720,pothole,619,302,684,366
img-203_jpg.rf.29fcf9b56cd28acd7b8f97d171463785.jpg,720,720,pothole,397,231,598,325
img-204_jpg.rf.9f0bd6fce321437c0ae1b972d37e491a.jpg,720,720,pothole,190,175,358,315
img-204_jpg.rf.9f0bd6fce321437c0ae1b972d37e491a.jpg,720,720,pothole,281,381,447,519
img-205_jpg.rf.d1f737acba43ae7bf7374d2191904719.jpg,720,720,pothole,274,166,715,384
img-205_jpg.rf.d1f737acba43ae7bf7374d2191904719.jpg,720,720,pothole,1,412,326,607
img-206_jpg.rf.989ffb693d448d8d80a62eb38b6f7106.jpg,720,720,pothole,216,291,487,464
img-206_jpg.rf.989ffb693d448d8d80a62eb38b6f7106.jpg,720,720,pothole,76,658,237,720
img-207_jpg.rf.7a8009c01c21717ead5486e01e2580b2.jpg,720,720,pothole,183,269,554,503
img-207_jpg.rf.7a8009c01c21717ead5486e01e2580b2.jpg,720,720,pothole,324,569,489,719
img-208_jpg.rf.137d967b7b8672f47e86429a98b89252.jpg,720,720,pothole,287,158,446,294
img-208_jpg.rf.137d967b7b8672f47e86429a98b89252.jpg,720,720,pothole,415,368,533,511
img-208_jpg.rf.137d967b7b8672f47e86429a98b89252.jpg,720,720,pothole,271,437,419,584
img-209_jpg.rf.50a35176830c86029ddfb4d3af626c08.jpg,720,720,pothole,297,206,507,399
img-20_jpg.rf.fe0915e38abca9ba6523c4a4fd8dc779.jpg,720,720,pothole,231,248,345,313
img-20_jpg.rf.fe0915e38abca9ba6523c4a4fd8dc779.jpg,720,720,pothole,157,183,219,227
img-20_jpg.rf.fe0915e38abca9ba6523c4a4fd8dc779.jpg,720,720,pothole,275,304,440,425
img-210_jpg.rf.6c7b0d13bdaf43eebd361179f11a3074.jpg,720,720,pothole,194,123,518,455
img-210_jpg.rf.6c7b0d13bdaf43eebd361179f11a3074.jpg,720,720,pothole,22,633,143,720
img-211_jpg.rf.4aa6ae6b2af90b1fff1b5075a215641d.jpg,720,720,pothole,234,262,532,438
img-212_jpg.rf.5f7dc0f25419dc8a67116ce313c83707.jpg,720,720,pothole,283,256,484,442
img-213_jpg.rf.5a46fcca214ab83b01c26743a9dc3e72.jpg,720,720,pothole,244,238,472,440
img-214_jpg.rf.a35d0cd16266cfb261319a66b469ac89.jpg,720,720,pothole,256,298,402,415
img-215_jpg.rf.b5e67b3aafeb154d5c904a6c663718b7.jpg,720,720,pothole,213,202,371,373
img-216_jpg.rf.1a3dd495b3e6ba5f9cc43cec992021d7.jpg,720,720,pothole,300,284,483,375
img-216_jpg.rf.1a3dd495b3e6ba5f9cc43cec992021d7.jpg,720,720,pothole,257,136,402,223
img-216_jpg.rf.1a3dd495b3e6ba5f9cc43cec992021d7.jpg,720,720,pothole,456,440,553,494
img-218_jpg.rf.87be625afd1b1536ab3d9f5d0a000751.jpg,720,720,pothole,264,264,422,435
img-218_jpg.rf.87be625afd1b1536ab3d9f5d0a000751.jpg,720,720,pothole,624,68,720,116
img-219_jpg.rf.43b460b042a123d5fbe0da630653b577.jpg,720,720,pothole,192,253,494,391
img-21_jpg.rf.4ae2f55eff42580278ecf92ee177fdd1.jpg,720,720,pothole,244,262,504,534
img-21_jpg.rf.4ae2f55eff42580278ecf92ee177fdd1.jpg,720,720,pothole,1,595,157,719
img-220_jpg.rf.4ffdf8738ac89d5fccf5d1e08c169af8.jpg,720,720,pothole,193,249,463,423
img-220_jpg.rf.4ffdf8738ac89d5fccf5d1e08c169af8.jpg,720,720,pothole,435,628,602,704
img-221_jpg.rf.9f0d03d552a78e97c74f75c74be35e38.jpg,720,720,pothole,257,315,387,401
img-221_jpg.rf.9f0d03d552a78e97c74f75c74be35e38.jpg,720,720,pothole,260,132,303,169
img-222_jpg.rf.a00c413e9a6bafb705147f7534664ed3.jpg,720,720,pothole,254,223,445,498
img-223_jpg.rf.5ffeb123361acc79233a82037e058c4c.jpg,720,720,pothole,327,315,436,428
img-224_jpg.rf.9cdf248fe4332b59a353f0bc70a0ea01.jpg,720,720,pothole,257,300,463,471
img-225_jpg.rf.571b61e05b958728376648a735ceaf57.jpg,720,720,pothole,86,125,124,145
img-225_jpg.rf.571b61e05b958728376648a735ceaf57.jpg,720,720,pothole,278,246,380,322
img-225_jpg.rf.571b61e05b958728376648a735ceaf57.jpg,720,720,pothole,390,18,453,48
img-225_jpg.rf.571b61e05b958728376648a735ceaf57.jpg,720,720,pothole,347,1,377,19
img-226_jpg.rf.5f9874a019437b70987ae2aa665878b7.jpg,720,720,pothole,190,325,437,491
img-227_jpg.rf.4e7fd2692cefbe4e52f4198d7f8e89ff.jpg,720,720,pothole,205,205,472,333
img-227_jpg.rf.4e7fd2692cefbe4e52f4198d7f8e89ff.jpg,720,720,pothole,26,539,720,720
img-228_jpg.rf.8170bf0af3eda9eb2c07bca7884a06a5.jpg,720,720,pothole,265,266,495,464
img-229_jpg.rf.d4582c3c84f78d8304ed684e4af48594.jpg,720,720,pothole,279,268,399,338
img-229_jpg.rf.d4582c3c84f78d8304ed684e4af48594.jpg,720,720,pothole,320,316,490,426
img-229_jpg.rf.d4582c3c84f78d8304ed684e4af48594.jpg,720,720,pothole,1,550,123,673
img-230_jpg.rf.39bac5bc33e3e0f64de17664289ec867.jpg,720,720,pothole,251,320,475,441
img-230_jpg.rf.39bac5bc33e3e0f64de17664289ec867.jpg,720,720,pothole,422,131,508,164
img-230_jpg.rf.39bac5bc33e3e0f64de17664289ec867.jpg,720,720,pothole,201,120,272,144
img-231_jpg.rf.1834b79b17ce894fbdc7c5334407d877.jpg,720,720,pothole,245,219,483,390
img-231_jpg.rf.1834b79b17ce894fbdc7c5334407d877.jpg,720,720,pothole,336,67,422,97
img-232_jpg.rf.e586c2966df762ffc459b84153da5380.jpg,720,720,pothole,317,160,410,236
img-232_jpg.rf.e586c2966df762ffc459b84153da5380.jpg,720,720,pothole,221,495,391,664
img-232_jpg.rf.e586c2966df762ffc459b84153da5380.jpg,720,720,pothole,92,15,135,42
img-232_jpg.rf.e586c2966df762ffc459b84153da5380.jpg,720,720,pothole,412,1,478,41
img-233_jpg.rf.95f53597d4cd6932e86dce9fdbcc54c9.jpg,720,720,pothole,270,250,470,402
img-233_jpg.rf.95f53597d4cd6932e86dce9fdbcc54c9.jpg,720,720,pothole,380,206,444,248
img-234_jpg.rf.cf4a8f8c19d33c53f38d6a19b3dd054b.jpg,720,720,pothole,298,323,410,403
img-235_jpg.rf.030dcf4264c55859ef30294c84f77482.jpg,720,720,pothole,228,197,503,464
img-236_jpg.rf.67dcb4e2f648c09a7c1bdc4e41fcb7ad.jpg,720,720,pothole,247,231,410,350
img-236_jpg.rf.67dcb4e2f648c09a7c1bdc4e41fcb7ad.jpg,720,720,pothole,24,136,139,211
img-236_jpg.rf.67dcb4e2f648c09a7c1bdc4e41fcb7ad.jpg,720,720,pothole,278,423,499,619
img-237_jpg.rf.d68dadf35426df3831bf5af536b2ebde.jpg,720,720,pothole,251,191,509,397
img-237_jpg.rf.d68dadf35426df3831bf5af536b2ebde.jpg,720,720,pothole,213,219,333,301
img-237_jpg.rf.d68dadf35426df3831bf5af536b2ebde.jpg,720,720,pothole,156,376,221,419
img-237_jpg.rf.d68dadf35426df3831bf5af536b2ebde.jpg,720,720,pothole,1,562,102,662
img-237_jpg.rf.d68dadf35426df3831bf5af536b2ebde.jpg,720,720,pothole,688,411,720,500
img-239_jpg.rf.5c3973ade6d0c6d9cf264b60b2d6061d.jpg,720,720,pothole,232,272,455,404
img-240_jpg.rf.06da3127a48b2f044201c9b2f9755109.jpg,720,720,pothole,281,243,456,457
img-240_jpg.rf.06da3127a48b2f044201c9b2f9755109.jpg,720,720,pothole,332,28,367,56
img-240_jpg.rf.06da3127a48b2f044201c9b2f9755109.jpg,720,720,pothole,384,44,420,59
img-240_jpg.rf.06da3127a48b2f044201c9b2f9755109.jpg,720,720,pothole,387,23,426,42
img-241_jpg.rf.8d98e10538fa3d678b4af250991b8a94.jpg,720,720,pothole,207,108,304,166
img-241_jpg.rf.8d98e10538fa3d678b4af250991b8a94.jpg,720,720,pothole,357,201,522,311
img-241_jpg.rf.8d98e10538fa3d678b4af250991b8a94.jpg,720,720,pothole,494,211,644,292
img-241_jpg.rf.8d98e10538fa3d678b4af250991b8a94.jpg,720,720,pothole,334,279,403,315
img-241_jpg.rf.8d98e10538fa3d678b4af250991b8a94.jpg,720,720,pothole,221,320,391,481
img-241_jpg.rf.8d98e10538fa3d678b4af250991b8a94.jpg,720,720,pothole,393,345,527,423
img-241_jpg.rf.8d98e10538fa3d678b4af250991b8a94.jpg,720,720,pothole,420,541,519,683
img-242_jpg.rf.b18c9a478cd5489f76390ff90e9155dc.jpg,720,720,pothole,214,317,487,474
img-243_jpg.rf.7157d31a68925d226ba29d6b1b9b1d75.jpg,720,720,pothole,242,339,462,409
img-244_jpg.rf.c05e5207f5b9294716e8ff5f10ba6a38.jpg,720,720,pothole,240,307,465,492
img-244_jpg.rf.c05e5207f5b9294716e8ff5f10ba6a38.jpg,720,720,pothole,578,342,720,455
img-246_jpg.rf.5093ecb9a803a42964980674d3f5d2be.jpg,720,720,pothole,188,273,437,414
